timestamp,vwap,actual_vwap,lstm_forecast,trf_forecast
2025-05-07 05:34:00,200.16,200.16,200.9939,201.74321
2025-05-07 05:35:00,200.1949,200.1949,200.83969,203.27962
2025-05-07 05:36:00,200.20836666666665,200.20836666666665,200.83545,201.97218
2025-05-07 05:37:00,200.22183333333334,200.22183333333334,200.30254,202.42299
2025-05-07 05:38:00,200.2353,200.2353,200.4122,202.84981
2025-05-07 05:39:00,200.22695,200.22695,200.629,201.81831
2025-05-07 05:40:00,200.21859999999998,200.21859999999998,201.24794,202.70903
2025-05-07 05:41:00,200.21025,200.21025,200.7029,202.54915
2025-05-07 05:42:00,200.2019,200.2019,200.67789,202.08403
2025-05-07 05:43:00,200.23423333333332,200.23423333333332,200.95898,203.02043
2025-05-07 05:44:00,200.26656666666668,200.26656666666668,200.58594,201.72441
2025-05-07 05:45:00,200.2989,200.2989,200.49818,201.79678
2025-05-07 05:46:00,200.3238,200.3238,201.06644,202.42651
2025-05-07 05:47:00,200.36430000000001,200.36430000000001,200.87056,202.593
2025-05-07 05:48:00,200.40480000000002,200.40480000000002,201.34134,203.12065
2025-05-07 05:49:00,200.4453,200.4453,200.67143,202.52527
2025-05-07 05:50:00,200.4858,200.4858,200.99059,202.59743
2025-05-07 05:51:00,200.4862,200.4862,200.54208,200.9522
2025-05-07 05:52:00,200.4866,200.4866,200.84264,201.95573
2025-05-07 05:53:00,200.44845,200.44845,200.38899,200.84315
2025-05-07 05:54:00,200.4103,200.4103,200.45813,202.44685
2025-05-07 05:55:00,200.3507,200.3507,200.50446,203.25856
2025-05-07 05:56:00,200.3672,200.3672,201.32993,201.48076
2025-05-07 05:57:00,200.3837,200.3837,200.96036,202.64465
2025-05-07 05:58:00,200.3878,200.3878,201.02707,202.30202
2025-05-07 05:59:00,200.344175,200.344175,201.00616,201.14874
2025-05-07 06:00:00,200.30055,200.30055,200.07149,202.5925
2025-05-07 06:01:00,200.256925,200.256925,201.00125,201.76593
2025-05-07 06:02:00,200.2133,200.2133,200.59798,202.30037
2025-05-07 06:03:00,200.1537,200.1537,200.7132,202.9776
2025-05-07 06:04:00,200.1876,200.1876,200.92798,202.47102
2025-05-07 06:05:00,200.1955,200.1955,200.6301,201.65327
2025-05-07 06:06:00,200.1666,200.1666,201.04004,202.63525
2025-05-07 06:07:00,200.1927,200.1927,200.83788,202.22511
2025-05-07 06:08:00,200.189525,200.189525,200.98045,202.73477
2025-05-07 06:09:00,200.18635,200.18635,200.84047,201.6243
2025-05-07 06:10:00,200.183175,200.183175,200.68895,201.55258
2025-05-07 06:11:00,200.18,200.18,201.04764,202.3223
2025-05-07 06:12:00,200.1956,200.1956,201.08742,202.19144
2025-05-07 06:13:00,200.3948,200.3948,200.74153,201.76743
2025-05-07 06:14:00,200.39015,200.39015,200.39792,202.55708
2025-05-07 06:15:00,200.3855,200.3855,200.54868,202.45177
2025-05-07 06:16:00,200.4387,200.4387,200.58089,202.19797
2025-05-07 06:17:00,200.43614000000002,200.43614000000002,201.22066,201.962
2025-05-07 06:18:00,200.43358,200.43358,200.87068,202.29813
2025-05-07 06:19:00,200.43102,200.43102,200.54515,201.70163
2025-05-07 06:20:00,200.42846,200.42846,200.46924,202.38008
2025-05-07 06:21:00,200.4259,200.4259,200.44328,202.5286
2025-05-07 06:22:00,200.42334,200.42334,200.39664,202.8927
2025-05-07 06:23:00,200.42077999999998,200.42077999999998,200.66801,202.6764
2025-05-07 06:24:00,200.41822,200.41822,200.49033,202.4254
2025-05-07 06:25:00,200.41566,200.41566,200.2854,202.9643
2025-05-07 06:26:00,200.4131,200.4131,200.67813,202.59868
2025-05-07 06:27:00,200.35645,200.35645,200.34962,202.50089
2025-05-07 06:28:00,200.2998,200.2998,201.02945,202.04956
2025-05-07 06:29:00,200.30522000000002,200.30522000000002,200.91953,202.40419
2025-05-07 06:30:00,200.31064,200.31064,200.57251,202.35112
2025-05-07 06:31:00,200.31606,200.31606,201.02692,201.982
2025-05-07 06:32:00,200.32148,200.32148,200.8828,202.30165
2025-05-07 06:33:00,200.32690000000002,200.32690000000002,200.45047,201.90088
2025-05-07 06:34:00,200.33232,200.33232,200.63402,202.12483
2025-05-07 06:35:00,200.33774,200.33774,200.39844,203.17477
2025-05-07 06:36:00,200.34316,200.34316,200.57567,202.38731
2025-05-07 06:37:00,200.34858000000003,200.34858000000003,200.66182,202.11154
2025-05-07 06:38:00,200.354,200.354,200.7761,202.6857
2025-05-07 06:39:00,200.3664,200.3664,200.3086,201.01205
2025-05-07 06:40:00,200.37824999999998,200.37824999999998,200.87672,202.04921
2025-05-07 06:41:00,200.3901,200.3901,200.79008,202.45871
2025-05-07 06:42:00,200.40665,200.40665,201.03018,202.25758
2025-05-07 06:43:00,200.4232,200.4232,200.41988,201.02176
2025-05-07 06:44:00,200.44445000000002,200.44445000000002,200.99844,202.02446
2025-05-07 06:45:00,200.4657,200.4657,200.89548,201.6869
2025-05-07 06:46:00,200.48596666666666,200.48596666666666,200.14246,202.6578
2025-05-07 06:47:00,200.50623333333334,200.50623333333334,201.0389,202.11389
2025-05-07 06:48:00,200.5265,200.5265,200.77347,202.34932
2025-05-07 06:49:00,200.5858,200.5858,200.4789,202.28978
2025-05-07 06:50:00,200.663,200.663,200.91446,202.72217
2025-05-07 06:51:00,200.5839,200.5839,201.05576,201.65605
2025-05-07 06:52:00,200.4337,200.4337,200.66031,202.77899
2025-05-07 06:53:00,200.477475,200.477475,200.66638,203.2742
2025-05-07 06:54:00,200.52125,200.52125,200.58441,202.52786
2025-05-07 06:55:00,200.565025,200.565025,200.61864,201.25616
2025-05-07 06:56:00,200.6088,200.6088,200.91386,202.38364
2025-05-07 06:57:00,200.5007,200.5007,200.74243,201.73746
2025-05-07 06:58:00,200.53506666666667,200.53506666666667,201.14369,202.61224
2025-05-07 06:59:00,200.56943333333334,200.56943333333334,200.68327,202.62822
2025-05-07 07:00:00,200.6038,200.6038,201.20851,201.20818
2025-05-07 07:01:00,200.4503,200.4503,201.19626,202.18753
2025-05-07 07:02:00,200.4705,200.4705,200.3452,201.21913
2025-05-07 07:03:00,200.8717,200.8717,200.34666,201.1079
2025-05-07 07:04:00,200.9086,200.9086,200.83005,202.20601
2025-05-07 07:05:00,200.829,200.829,200.19017,203.09332
2025-05-07 07:06:00,200.7494,200.7494,200.78601,202.51888
2025-05-07 07:07:00,200.80135,200.80135,200.75851,202.0072
2025-05-07 07:08:00,200.8533,200.8533,200.48836,202.37048
2025-05-07 07:09:00,200.887,200.887,200.86317,201.70493
2025-05-07 07:10:00,200.9511,200.9511,201.30173,202.23587
2025-05-07 07:11:00,200.938,200.938,200.6916,202.33344
2025-05-07 07:12:00,200.9505,200.9505,201.28688,202.19576
2025-05-07 07:13:00,200.9625,200.9625,200.51616,202.04228
2025-05-07 07:14:00,200.8895,200.8895,200.85114,202.38742
2025-05-07 07:15:00,200.90425,200.90425,200.40985,202.85133
2025-05-07 07:16:00,200.919,200.919,200.82547,203.13512
2025-05-07 07:17:00,200.9572,200.9572,200.60419,202.53221
2025-05-07 07:18:00,200.8922,200.8922,200.92288,202.41832
2025-05-07 07:19:00,200.8845,200.8845,200.41374,202.61658
2025-05-07 07:20:00,200.92395,200.92395,200.49553,201.83202
2025-05-07 07:21:00,200.9634,200.9634,200.73524,201.23096
2025-05-07 07:22:00,200.9191,200.9191,200.71843,202.33168
2025-05-07 07:23:00,200.9842,200.9842,200.67555,202.19972
2025-05-07 07:24:00,201.0214,201.0214,200.39578,203.16017
2025-05-07 07:25:00,200.964,200.964,200.40944,202.1829
2025-05-07 07:26:00,200.8898,200.8898,200.28352,200.95747
2025-05-07 07:27:00,200.7617,200.7617,200.87924,202.27469
2025-05-07 07:28:00,200.728,200.728,200.20035,203.36523
2025-05-07 07:29:00,200.6888,200.6888,200.7877,201.67892
2025-05-07 07:30:00,200.71313333333333,200.71313333333333,200.22537,202.81328
2025-05-07 07:31:00,200.73746666666665,200.73746666666665,200.16672,201.9078
2025-05-07 07:32:00,200.7618,200.7618,200.88228,202.3342
2025-05-07 07:33:00,200.8136,200.8136,200.70677,202.0899
2025-05-07 07:34:00,200.770875,200.770875,200.07422,202.06284
2025-05-07 07:35:00,200.72815,200.72815,200.90924,202.60449
2025-05-07 07:36:00,200.685425,200.685425,200.63805,202.42393
2025-05-07 07:37:00,200.6427,200.6427,200.53839,202.17879
2025-05-07 07:38:00,200.5475,200.5475,200.41771,201.76488
2025-05-07 07:39:00,200.6538,200.6538,200.55153,201.28433
2025-05-07 07:40:00,200.6088,200.6088,201.0009,202.95808
2025-05-07 07:41:00,200.5212,200.5212,200.97781,201.5037
2025-05-07 07:42:00,200.4622,200.4622,200.61205,201.75606
2025-05-07 07:43:00,200.5602,200.5602,200.83427,201.25374
2025-05-07 07:44:00,200.4207,200.4207,200.46095,200.94377
2025-05-07 07:45:00,200.5915,200.5915,200.71205,201.77185
2025-05-07 07:46:00,200.5819,200.5819,200.72734,201.45363
2025-05-07 07:47:00,200.59185,200.59185,200.72173,200.94801
2025-05-07 07:48:00,200.6018,200.6018,199.90997,201.6308
2025-05-07 07:49:00,200.61865,200.61865,199.95805,202.4307
2025-05-07 07:50:00,200.6355,200.6355,200.52528,202.2687
2025-05-07 07:51:00,200.6248,200.6248,200.74557,202.8821
2025-05-07 07:52:00,200.5992,200.5992,200.5349,201.27702
2025-05-07 07:53:00,200.58465,200.58465,200.26869,202.79811
2025-05-07 07:54:00,200.5701,200.5701,200.56673,202.24466
2025-05-07 07:55:00,200.574425,200.574425,200.80385,201.14417
2025-05-07 07:56:00,200.57875,200.57875,200.74887,202.1504
2025-05-07 07:57:00,200.583075,200.583075,200.27827,202.70723
2025-05-07 07:58:00,200.5874,200.5874,200.72794,202.6519
2025-05-07 07:59:00,200.5981,200.5981,200.15636,202.47755
2025-05-07 08:00:00,198.6177,198.6177,200.44856,201.77019
2025-05-07 08:01:00,200.5242,200.5242,200.52786,200.64934
2025-05-07 08:02:00,200.55035,200.55035,200.8718,201.7399
2025-05-07 08:03:00,200.5765,200.5765,200.37067,200.92917
2025-05-07 08:04:00,200.6067,200.6067,200.60197,200.98363
2025-05-07 08:05:00,200.505,200.505,200.3894,201.81734
2025-05-07 08:06:00,200.3328,200.3328,200.44237,200.38002
2025-05-07 08:07:00,200.286,200.286,200.68619,201.91287
2025-05-07 08:08:00,200.2336,200.2336,200.23665,202.58821
2025-05-07 08:09:00,200.1423,200.1423,200.82771,202.36078
2025-05-07 08:10:00,200.0701,200.0701,200.45645,201.37341
2025-05-07 08:11:00,200.0439,200.0439,200.39221,201.73141
2025-05-07 08:12:00,200.0132,200.0132,200.22614,201.79575
2025-05-07 08:13:00,200.204,200.204,199.89708,201.45091
2025-05-07 08:14:00,200.2123,200.2123,200.8815,201.44768
2025-05-07 08:15:00,200.1692,200.1692,200.83527,201.87506
2025-05-07 08:16:00,200.3391,200.3391,200.80965,201.16138
2025-05-07 08:17:00,200.2479,200.2479,200.54861,201.81601
2025-05-07 08:18:00,200.3947,200.3947,200.15024,201.37674
2025-05-07 08:19:00,200.2702,200.2702,200.55919,202.26456
2025-05-07 08:20:00,200.3244,200.3244,200.89017,202.32578
2025-05-07 08:21:00,200.2548,200.2548,200.86964,201.56111
2025-05-07 08:22:00,200.244,200.244,200.68883,201.79875
2025-05-07 08:23:00,200.2803,200.2803,200.40508,201.28583
2025-05-07 08:24:00,200.263,200.263,200.09116,202.03531
2025-05-07 08:25:00,200.1676,200.1676,200.16339,201.66713
2025-05-07 08:26:00,200.0656,200.0656,200.84833,201.635
2025-05-07 08:27:00,200.0571,200.0571,200.44891,201.24762
2025-05-07 08:28:00,200.0769,200.0769,200.39505,202.5638
2025-05-07 08:29:00,199.9669,199.9669,200.42429,201.5769
2025-05-07 08:30:00,199.9625,199.9625,200.25829,201.316
2025-05-07 08:31:00,199.9696,199.9696,200.71341,201.40202
2025-05-07 08:32:00,200.0001,200.0001,200.63692,201.47464
2025-05-07 08:33:00,199.9964,199.9964,200.97824,201.95013
2025-05-07 08:34:00,199.9968,199.9968,200.75981,201.21858
2025-05-07 08:35:00,199.9462,199.9462,200.17574,202.26756
2025-05-07 08:36:00,199.8425,199.8425,201.32924,202.47221
2025-05-07 08:37:00,199.874,199.874,200.36342,202.36673
2025-05-07 08:38:00,199.8652,199.8652,200.47443,202.07898
2025-05-07 08:39:00,199.8768,199.8768,200.08229,201.49355
2025-05-07 08:40:00,199.8797,199.8797,200.40285,201.84242
2025-05-07 08:41:00,199.9182,199.9182,200.66592,201.7444
2025-05-07 08:42:00,200.0825,200.0825,200.77715,202.25243
2025-05-07 08:43:00,200.0639,200.0639,200.39691,201.00775
2025-05-07 08:44:00,200.0538,200.0538,200.33478,202.19624
2025-05-07 08:45:00,200.1109,200.1109,200.06541,202.86072
2025-05-07 08:46:00,200.0909,200.0909,200.67152,202.48616
2025-05-07 08:47:00,200.1389,200.1389,200.36134,202.47989
2025-05-07 08:48:00,200.0624,200.0624,200.4294,201.95909
2025-05-07 08:49:00,200.0683,200.0683,200.40303,201.40799
2025-05-07 08:50:00,200.102,200.102,200.09555,202.75374
2025-05-07 08:51:00,200.2025,200.2025,199.98773,202.73264
2025-05-07 08:52:00,200.2763,200.2763,200.37091,202.82556
2025-05-07 08:53:00,200.2973,200.2973,200.41623,201.22884
2025-05-07 08:54:00,200.2747,200.2747,200.93088,201.8733
2025-05-07 08:55:00,200.2171,200.2171,200.13852,202.58208
2025-05-07 08:56:00,200.1007,200.1007,200.46751,201.21306
2025-05-07 08:57:00,200.0788,200.0788,200.44708,202.22224
2025-05-07 08:58:00,200.0578,200.0578,200.15741,201.69542
2025-05-07 08:59:00,200.052,200.052,200.8151,202.90718
2025-05-07 09:00:00,199.9797,199.9797,200.56902,202.41194
2025-05-07 09:01:00,199.8252,199.8252,200.39714,202.2968
2025-05-07 09:02:00,199.7458,199.7458,200.3717,202.20447
2025-05-07 09:03:00,199.8049,199.8049,200.11975,201.60478
2025-05-07 09:04:00,199.9097,199.9097,200.04079,201.64244
2025-05-07 09:05:00,199.783,199.783,200.2925,201.70662
2025-05-07 09:06:00,199.7056,199.7056,200.77567,201.69704
2025-05-07 09:07:00,199.6331,199.6331,200.11574,202.48639
2025-05-07 09:08:00,199.6068,199.6068,200.53748,200.9978
2025-05-07 09:09:00,199.5454,199.5454,201.03732,200.47304
2025-05-07 09:10:00,199.5546,199.5546,200.7801,201.17674
2025-05-07 09:11:00,199.653,199.653,200.51028,202.14722
2025-05-07 09:12:00,199.6043,199.6043,200.62389,201.79984
2025-05-07 09:13:00,199.5172,199.5172,200.34212,200.93935
2025-05-07 09:14:00,199.6335,199.6335,200.9574,202.83531
2025-05-07 09:15:00,199.6509,199.6509,200.77022,201.65607
2025-05-07 09:16:00,199.7935,199.7935,200.32677,201.6014
2025-05-07 09:17:00,199.846,199.846,200.46803,202.48953
2025-05-07 09:18:00,199.8154,199.8154,200.15282,202.24022
2025-05-07 09:19:00,199.7587,199.7587,200.018,200.8899
2025-05-07 09:20:00,199.7681,199.7681,200.33676,202.38054
2025-05-07 09:21:00,199.6873,199.6873,200.62268,201.0092
2025-05-07 09:22:00,199.7407,199.7407,200.62317,202.061
2025-05-07 09:23:00,199.8302,199.8302,199.83685,202.32124
2025-05-07 09:24:00,199.6879,199.6879,200.70119,201.23276
2025-05-07 09:25:00,199.6704,199.6704,200.36731,201.89346
2025-05-07 09:26:00,199.6596,199.6596,200.7518,201.84406
2025-05-07 09:27:00,199.9342,199.9342,200.1551,202.13145
2025-05-07 09:28:00,199.2538,199.2538,200.16118,200.83888
2025-05-07 09:29:00,199.1553,199.1553,200.83353,201.9978
2025-05-07 09:30:00,198.9027,198.9027,200.58011,202.12819
2025-05-07 09:31:00,198.4901,198.4901,200.53522,201.92355
2025-05-07 09:32:00,198.6727,198.6727,200.07295,202.05498
2025-05-07 09:33:00,198.872,198.872,200.16805,201.66373
2025-05-07 09:34:00,198.548,198.548,200.49167,200.61513
2025-05-07 09:35:00,197.9935,197.9935,200.28387,202.87961
2025-05-07 09:36:00,197.7827,197.7827,200.66359,202.18707
2025-05-07 09:37:00,197.6694,197.6694,200.09312,201.39021
2025-05-07 09:38:00,197.535,197.535,200.65007,202.2718
2025-05-07 09:39:00,197.5605,197.5605,200.4983,202.31479
2025-05-07 09:40:00,198.1108,198.1108,200.35919,202.7926
2025-05-07 09:41:00,198.2238,198.2238,200.13658,201.77736
2025-05-07 09:42:00,198.0272,198.0272,200.79248,201.96428
2025-05-07 09:43:00,198.0905,198.0905,200.53873,202.76321
2025-05-07 09:44:00,198.3604,198.3604,200.36209,201.90309
2025-05-07 09:45:00,198.453,198.453,200.74895,202.2972
2025-05-07 09:46:00,198.4155,198.4155,200.46211,201.53003
2025-05-07 09:47:00,198.4427,198.4427,200.90814,201.91193
2025-05-07 09:48:00,198.3939,198.3939,200.49721,201.60101
2025-05-07 09:49:00,197.9437,197.9437,200.80748,202.32997
2025-05-07 09:50:00,197.9089,197.9089,200.57304,201.57811
2025-05-07 09:51:00,197.937,197.937,200.58612,201.95935
2025-05-07 09:52:00,197.8746,197.8746,200.41011,201.48476
2025-05-07 09:53:00,197.9902,197.9902,199.98808,201.60356
2025-05-07 09:54:00,197.834,197.834,200.37259,201.273
2025-05-07 09:55:00,197.9445,197.9445,200.48283,201.87692
2025-05-07 09:56:00,197.9398,197.9398,200.69914,201.7115
2025-05-07 09:57:00,197.9222,197.9222,200.50528,202.82071
2025-05-07 09:58:00,197.76,197.76,200.47522,201.74405
2025-05-07 09:59:00,197.8227,197.8227,200.71068,202.93234
2025-05-07 10:00:00,197.918,197.918,200.16791,201.82823
2025-05-07 10:01:00,198.0052,198.0052,200.20987,202.47588
2025-05-07 10:02:00,197.9838,197.9838,200.3919,201.99478
2025-05-07 10:03:00,198.1431,198.1431,200.41666,202.4618
2025-05-07 10:04:00,198.1759,198.1759,200.35747,201.71532
2025-05-07 10:05:00,198.3209,198.3209,200.6167,201.74731
2025-05-07 10:06:00,198.3775,198.3775,200.41347,202.38872
2025-05-07 10:07:00,198.6094,198.6094,200.79962,202.1609
2025-05-07 10:08:00,198.6905,198.6905,200.17795,201.96426
2025-05-07 10:09:00,198.7616,198.7616,200.67616,202.34311
2025-05-07 10:10:00,198.8453,198.8453,200.45963,202.25816
2025-05-07 10:11:00,198.9214,198.9214,200.84167,202.14651
2025-05-07 10:12:00,198.9146,198.9146,200.6401,201.96164
2025-05-07 10:13:00,198.993,198.993,200.64922,203.16669
2025-05-07 10:14:00,199.0746,199.0746,199.90503,201.94508
2025-05-07 10:15:00,199.1609,199.1609,200.16649,201.75931
2025-05-07 10:16:00,199.0362,199.0362,200.18033,201.70691
2025-05-07 10:17:00,199.054,199.054,200.33437,201.88441
2025-05-07 10:18:00,199.0762,199.0762,200.20276,202.53665
2025-05-07 10:19:00,198.918,198.918,200.2053,202.91118
2025-05-07 10:20:00,198.8698,198.8698,200.6422,201.69781
2025-05-07 10:21:00,198.9316,198.9316,200.31578,202.71161
2025-05-07 10:22:00,199.0388,199.0388,200.54486,201.87433
2025-05-07 10:23:00,199.1657,199.1657,200.36166,201.16704
2025-05-07 10:24:00,199.3566,199.3566,200.59111,201.87263
2025-05-07 10:25:00,199.2706,199.2706,200.70589,203.23349
2025-05-07 10:26:00,199.1387,199.1387,200.61766,202.49358
2025-05-07 10:27:00,199.2673,199.2673,200.70183,202.2936
2025-05-07 10:28:00,199.2409,199.2409,200.73064,200.95802
2025-05-07 10:29:00,199.2718,199.2718,200.53403,202.0415
2025-05-07 10:30:00,199.3158,199.3158,200.78981,201.39754
2025-05-07 10:31:00,199.2034,199.2034,200.06361,201.40192
2025-05-07 10:32:00,199.1298,199.1298,200.18967,201.89192
2025-05-07 10:33:00,199.0111,199.0111,200.63438,200.99097
2025-05-07 10:34:00,198.9638,198.9638,200.13084,202.1672
2025-05-07 10:35:00,198.9717,198.9717,200.2754,202.27264
2025-05-07 10:36:00,198.9962,198.9962,200.42924,202.24162
2025-05-07 10:37:00,198.9929,198.9929,200.12581,201.09149
2025-05-07 10:38:00,198.9835,198.9835,199.9947,201.7816
2025-05-07 10:39:00,198.9918,198.9918,200.4106,201.45663
2025-05-07 10:40:00,198.9915,198.9915,200.6031,202.3448
2025-05-07 10:41:00,199.0369,199.0369,200.68428,200.66522
2025-05-07 10:42:00,199.1488,199.1488,200.48993,202.48834
2025-05-07 10:43:00,199.1576,199.1576,200.15404,202.8796
2025-05-07 10:44:00,199.0105,199.0105,200.48755,202.2416
2025-05-07 10:45:00,199.0064,199.0064,200.70125,202.18849
2025-05-07 10:46:00,198.9937,198.9937,200.8953,202.17714
2025-05-07 10:47:00,198.9982,198.9982,200.65388,202.76172
2025-05-07 10:48:00,198.9261,198.9261,200.0634,202.14766
2025-05-07 10:49:00,198.8065,198.8065,200.65819,201.63297
2025-05-07 10:50:00,198.498,198.498,200.02542,201.73955
2025-05-07 10:51:00,198.4265,198.4265,200.02467,201.30585
2025-05-07 10:52:00,198.4515,198.4515,200.2342,202.10056
2025-05-07 10:53:00,198.2113,198.2113,200.11743,201.87828
2025-05-07 10:54:00,197.8119,197.8119,200.78705,202.20201
2025-05-07 10:55:00,197.8053,197.8053,200.52008,202.55249
2025-05-07 10:56:00,197.5839,197.5839,200.40419,202.48853
2025-05-07 10:57:00,197.6132,197.6132,200.27103,201.68529
